g05_100	0.6195805025100708	[0.13 0.8  0.07 0.   0.   0.   0.   0.   0.   0.  ]
g05_100	0.6658725690841675	[0.12 0.86 0.02 0.   0.   0.   0.   0.   0.   0.  ]
g05_100	0.6526305389404297	[0.24 0.48 0.28 0.   0.   0.   0.   0.   0.   0.  ]
g05_100	0.6640619850158691	[0.02 0.96 0.02 0.   0.   0.   0.   0.   0.   0.  ]
g05_100	0.7236064076423645	[0.1  0.62 0.28 0.   0.   0.   0.   0.   0.   0.  ]
g05_100	0.6631496000289917	[0.07 0.68 0.24 0.01 0.   0.   0.   0.   0.   0.  ]
g05_100	0.6131230092048645	[0.26 0.51 0.21 0.02 0.   0.   0.   0.   0.   0.  ]
g05_100	0.5774719977378845	[0.31 0.53 0.16 0.   0.   0.   0.   0.   0.   0.  ]
g05_100	0.6046717214584351	[0.05 0.83 0.12 0.   0.   0.   0.   0.   0.   0.  ]
g05_100	0.6274621558189392	[0.02 0.83 0.15 0.   0.   0.   0.   0.   0.   0.  ]
g05_60	0.7017187690734863	[0.39 0.41 0.15 0.05 0.   0.   0.   0.   0.   0.  ]
g05_60	0.8042461466789246	[0.22 0.5  0.27 0.01 0.   0.   0.   0.   0.   0.  ]
g05_60	0.6449836468696595	[0.31 0.54 0.15 0.   0.   0.   0.   0.   0.   0.  ]
g05_60	0.9298150372505188	[0.37 0.4  0.13 0.1  0.   0.   0.   0.   0.   0.  ]
g05_60	0.62915682554245	[0.59 0.29 0.12 0.   0.   0.   0.   0.   0.   0.  ]
g05_60	0.8477731657028198	[0.22 0.2  0.53 0.04 0.01 0.   0.   0.   0.   0.  ]
g05_60	0.6957516717910767	[0.13 0.63 0.24 0.   0.   0.   0.   0.   0.   0.  ]
g05_60	0.623234076499939	[0.82 0.16 0.02 0.   0.   0.   0.   0.   0.   0.  ]
g05_60	0.8142415165901185	[0.18 0.76 0.04 0.02 0.   0.   0.   0.   0.   0.  ]
g05_60	0.6152082133293152	[0.46 0.54 0.   0.   0.   0.   0.   0.   0.   0.  ]
g05_80	0.46751534700393677	[0.22 0.63 0.15 0.   0.   0.   0.   0.   0.   0.  ]
g05_80	0.6306585669517517	[0.47 0.4  0.04 0.09 0.   0.   0.   0.   0.   0.  ]
g05_80	0.6000690650939942	[0.2  0.32 0.48 0.   0.   0.   0.   0.   0.   0.  ]
g05_80	0.5131336188316346	[0.08 0.91 0.01 0.   0.   0.   0.   0.   0.   0.  ]
g05_80	0.5366039729118347	[0.35 0.43 0.22 0.   0.   0.   0.   0.   0.   0.  ]
g05_80	0.5774973630905151	[0.02 0.82 0.16 0.   0.   0.   0.   0.   0.   0.  ]
g05_80	0.5771951389312744	[0.09 0.76 0.15 0.   0.   0.   0.   0.   0.   0.  ]
g05_80	0.547305212020874	[0.16 0.64 0.2  0.   0.   0.   0.   0.   0.   0.  ]
g05_80	0.5080662775039673	[0.05 0.73 0.22 0.   0.   0.   0.   0.   0.   0.  ]
g05_80	0.5040390181541443	[0.21 0.73 0.06 0.   0.   0.   0.   0.   0.   0.  ]
